2023-04-07 20:01:14,787 [Worker-5: Loading available Gradle versions] INFO  o.e.b.c.i.u.g.PublishedGradleVersions - Gradle version information cache is out-of-date. Trying to update.
2023-04-07 20:02:39,410 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/apache/maven/archetypes/maven-archetype-webapp/1.4/maven-archetype-webapp-1.4.pom
2023-04-07 20:02:39,432 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/apache/maven/archetypes/maven-archetype-webapp/1.4/maven-archetype-webapp-1.4.pom
2023-04-07 20:02:39,459 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/apache/maven/archetypes/maven-archetype-bundles/1.4/maven-archetype-bundles-1.4.pom
2023-04-07 20:02:39,469 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/apache/maven/archetypes/maven-archetype-bundles/1.4/maven-archetype-bundles-1.4.pom
2023-04-07 20:02:39,517 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/apache/maven/archetypes/maven-archetype-webapp/1.4/maven-archetype-webapp-1.4.jar
2023-04-07 20:02:39,526 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/apache/maven/archetypes/maven-archetype-webapp/1.4/maven-archetype-webapp-1.4.jar
2023-04-07 20:03:31,134 [Worker-21: Launching mavenrun-415fc74f-6ffd-4ae1-afb7-484252a6fdc2] INFO  o.eclipse.m2e.core.internal.Bundles - getClasspathEntries(Bundle=org.eclipse.m2e.maven.runtime_3.8.701.20230209-1606 [1171])
2023-04-07 20:03:31,139 [Worker-21: Launching mavenrun-415fc74f-6ffd-4ae1-afb7-484252a6fdc2] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\deesh\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.8.701.20230209-1606
2023-04-07 20:03:31,140 [Worker-21: Launching mavenrun-415fc74f-6ffd-4ae1-afb7-484252a6fdc2] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\deesh\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.8.701.20230209-1606\jars\aether-connector-okhttp-0.17.8.jar
2023-04-07 20:03:31,140 [Worker-21: Launching mavenrun-415fc74f-6ffd-4ae1-afb7-484252a6fdc2] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\deesh\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.8.701.20230209-1606\jars\commons-lang3-3.8.1.jar
2023-04-07 20:03:31,140 [Worker-21: Launching mavenrun-415fc74f-6ffd-4ae1-afb7-484252a6fdc2] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\deesh\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.8.701.20230209-1606\jars\guice-4.2.2-no_aop.jar
2023-04-07 20:03:31,141 [Worker-21: Launching mavenrun-415fc74f-6ffd-4ae1-afb7-484252a6fdc2] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\deesh\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.8.701.20230209-1606\jars\jansi-2.4.0.jar
